pv,wind,hydro,geothermal,demand_el,demand_cooking,demand_heat,demand_transport,demand_aviation,biomass_usage,fuel_oil_usage
0.409,0.002,0.95,1,0.333333333,0.0,1,0.34,1,1,1
0.315,0.009,0.95,1,0.277777778,0.0,1,0.29,1,1,1
0.205,0.022,0.95,1,0.138888889,0.025,1,0.35,1,1,1
0.09,0.036,0.95,1,0.111111111,0.025,1,0.35,1,1,1
0.011,0.052,0.96,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.054,0.96,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.033,0.96,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.012,0.96,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.003,0.97,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.001,0.97,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.0,0.97,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.0,0.97,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.0,0.98,1,1.0,0.0,1,1.0,1,1,1
0.0,0.0,0.98,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.0,0.98,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.0,0.98,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.0,0.99,1,0.722222222,0.0,1,0.25,1,1,1
0.058,0.0,0.99,1,0.722222222,0.0,1,0.19,1,1,1
0.167,0.001,0.99,1,0.666666667,0.0,1,0.15,1,1,1
0.268,0.007,0.99,1,0.777777778,1.0,1,0.14,1,1,1
0.349,0.015,0.99,1,0.277777778,0.5,1,0.07,1,1,1
0.379,0.029,1.0,1,0.111111111,0.0,1,0.19,1,1,1
0.369,0.036,1.0,1,0.138888889,0.025,1,0.27,1,1,1
0.315,0.04,1.0,1,0.277777778,0.0,1,0.32,1,1,1
0.293,0.054,1.0,1,0.333333333,0.0,1,0.34,1,1,1
0.24,0.076,1.0,1,0.277777778,0.0,1,0.29,1,1,1
0.171,0.095,1.0,1,0.138888889,0.025,1,0.35,1,1,1
0.08,0.099,1.0,1,0.111111111,0.025,1,0.35,1,1,1
0.007,0.1,1.0,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.092,1.0,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.06,1.0,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.023,1.0,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.003,1.0,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.0,1.0,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.001,1.0,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.004,1.0,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.013,1.0,1,1.0,0.0,1,1.0,1,1,1
0.0,0.033,1.0,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.053,1.0,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.069,1.0,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.099,1.0,1,0.722222222,0.0,1,0.25,1,1,1
0.041,0.118,1.0,1,0.722222222,0.0,1,0.19,1,1,1
0.121,0.12,1.0,1,0.666666667,0.0,1,0.15,1,1,1
0.201,0.126,1.0,1,0.777777778,1.0,1,0.14,1,1,1
0.275,0.099,1.0,1,0.277777778,0.5,1,0.07,1,1,1
0.377,0.065,1.0,1,0.111111111,0.0,1,0.19,1,1,1
0.447,0.031,1.0,1,0.138888889,0.025,1,0.27,1,1,1
0.446,0.012,1.0,1,0.277777778,0.0,1,0.32,1,1,1
0.402,0.006,1.0,1,0.333333333,0.0,1,0.34,1,1,1
0.324,0.005,1.0,1,0.277777778,0.0,1,0.29,1,1,1
0.213,0.006,1.0,1,0.138888889,0.025,1,0.35,1,1,1
0.094,0.01,1.0,1,0.111111111,0.025,1,0.35,1,1,1
0.011,0.013,1.0,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.012,1.0,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.003,1.0,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.0,1.0,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.0,1.0,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.002,1.0,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.019,1.0,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.042,1.0,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.062,1.0,1,1.0,0.0,1,1.0,1,1,1
0.0,0.076,1.0,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.084,1.0,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.08,1.0,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.068,1.0,1,0.722222222,0.0,1,0.25,1,1,1
0.044,0.053,1.0,1,0.722222222,0.0,1,0.19,1,1,1
0.142,0.023,1.0,1,0.666666667,0.0,1,0.15,1,1,1
0.28,0.008,1.0,1,0.777777778,1.0,1,0.14,1,1,1
0.392,0.001,1.0,1,0.277777778,0.5,1,0.07,1,1,1
0.462,0.0,1.0,1,0.111111111,0.0,1,0.19,1,1,1
0.495,0.0,1.0,1,0.138888889,0.025,1,0.27,1,1,1
0.478,0.0,1.0,1,0.277777778,0.0,1,0.32,1,1,1
0.418,0.003,1.0,1,0.333333333,0.0,1,0.34,1,1,1
0.319,0.012,1.0,1,0.277777778,0.0,1,0.29,1,1,1
0.194,0.023,1.0,1,0.138888889,0.025,1,0.35,1,1,1
0.081,0.035,1.0,1,0.111111111,0.025,1,0.35,1,1,1
0.011,0.05,1.0,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.059,1.0,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.047,1.0,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.03,1.0,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.015,1.0,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.006,1.0,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.001,1.0,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.0,1.0,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.0,1.0,1,1.0,0.0,1,1.0,1,1,1
0.0,0.0,1.0,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.0,1.0,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.0,1.0,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.0,1.0,1,0.722222222,0.0,1,0.25,1,1,1
0.041,0.0,1.0,1,0.722222222,0.0,1,0.19,1,1,1
0.141,0.001,1.0,1,0.666666667,0.0,1,0.15,1,1,1
0.279,0.009,1.0,1,0.777777778,1.0,1,0.14,1,1,1
0.389,0.022,1.0,1,0.277777778,0.5,1,0.07,1,1,1
0.453,0.035,1.0,1,0.111111111,0.0,1,0.19,1,1,1
0.475,0.036,1.0,1,0.138888889,0.025,1,0.27,1,1,1
0.461,0.025,1.0,1,0.277777778,0.0,1,0.32,1,1,1
0.406,0.022,1.0,1,0.333333333,0.0,1,0.34,1,1,1
0.315,0.021,1.0,1,0.277777778,0.0,1,0.29,1,1,1
0.197,0.021,1.0,1,0.138888889,0.025,1,0.35,1,1,1
0.076,0.024,1.0,1,0.111111111,0.025,1,0.35,1,1,1
0.011,0.035,1.0,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.044,1.0,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.029,1.0,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.013,1.0,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.005,1.0,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.002,1.0,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.001,1.0,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.001,1.0,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.001,1.0,1,1.0,0.0,1,1.0,1,1,1
0.0,0.002,1.0,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.009,1.0,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.02,1.0,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.032,1.0,1,0.722222222,0.0,1,0.25,1,1,1
0.053,0.041,1.0,1,0.722222222,0.0,1,0.19,1,1,1
0.151,0.034,1.0,1,0.666666667,0.0,1,0.15,1,1,1
0.277,0.033,1.0,1,0.777777778,1.0,1,0.14,1,1,1
0.368,0.032,1.0,1,0.277777778,0.5,1,0.07,1,1,1
0.432,0.034,1.0,1,0.111111111,0.0,1,0.19,1,1,1
0.453,0.036,1.0,1,0.138888889,0.025,1,0.27,1,1,1
0.44,0.035,1.0,1,0.277777778,0.0,1,0.32,1,1,1
0.379,0.035,1.0,1,0.333333333,0.0,1,0.34,1,1,1
0.305,0.036,1.0,1,0.277777778,0.0,1,0.29,1,1,1
0.199,0.036,1.0,1,0.138888889,0.025,1,0.35,1,1,1
0.088,0.033,1.0,1,0.111111111,0.025,1,0.35,1,1,1
0.011,0.032,1.0,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.034,1.0,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.034,1.0,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.03,1.0,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.021,1.0,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.01,1.0,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.004,1.0,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.001,1.0,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.0,1.0,1,1.0,0.0,1,1.0,1,1,1
0.0,0.0,1.0,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.0,1.0,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.001,1.0,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.005,1.0,1,0.722222222,0.0,1,0.25,1,1,1
0.053,0.013,1.0,1,0.722222222,0.0,1,0.19,1,1,1
0.15,0.007,1.0,1,0.666666667,0.0,1,0.15,1,1,1
0.277,0.009,1.0,1,0.777777778,1.0,1,0.14,1,1,1
0.379,0.019,1.0,1,0.277777778,0.5,1,0.07,1,1,1
0.445,0.041,1.0,1,0.111111111,0.0,1,0.19,1,1,1
0.466,0.06,1.0,1,0.138888889,0.025,1,0.27,1,1,1
0.449,0.071,1.0,1,0.277777778,0.0,1,0.32,1,1,1
0.396,0.087,1.0,1,0.333333333,0.0,1,0.34,1,1,1
0.307,0.101,1.0,1,0.277777778,0.0,1,0.29,1,1,1
0.184,0.101,1.0,1,0.138888889,0.025,1,0.35,1,1,1
0.074,0.092,1.0,1,0.111111111,0.025,1,0.35,1,1,1
0.006,0.094,0.99,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.096,0.99,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.084,0.99,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.063,0.99,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.042,0.98,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.027,0.98,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.015,0.98,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.01,0.98,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.01,0.97,1,1.0,0.0,1,1.0,1,1,1
0.0,0.014,0.97,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.023,0.97,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.034,0.97,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.047,0.96,1,0.722222222,0.0,1,0.25,1,1,1
0.047,0.051,0.96,1,0.722222222,0.0,1,0.19,1,1,1
0.147,0.068,0.96,1,0.666666667,0.0,1,0.15,1,1,1
0.243,0.104,0.96,1,0.777777778,1.0,1,0.14,1,1,1
0.33,0.144,0.95,1,0.277777778,0.5,1,0.07,1,1,1
0.382,0.203,0.95,1,0.111111111,0.0,1,0.19,1,1,1
0.39,0.234,0.95,1,0.138888889,0.025,1,0.27,1,1,1
0.362,0.256,0.95,1,0.277777778,0.0,1,0.32,1,1,1
0.31,0.294,0.94,1,0.333333333,0.0,1,0.34,1,1,1
0.213,0.333,0.94,1,0.277777778,0.0,1,0.29,1,1,1
0.116,0.329,0.94,1,0.138888889,0.025,1,0.35,1,1,1
0.039,0.254,0.94,1,0.111111111,0.025,1,0.35,1,1,1
0.001,0.207,0.93,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.149,0.93,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.078,0.93,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.027,0.93,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.005,0.92,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.0,0.92,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.0,0.92,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.001,0.92,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.005,0.91,1,1.0,0.0,1,1.0,1,1,1
0.0,0.017,0.91,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.03,0.91,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.033,0.9,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.023,0.9,1,0.722222222,0.0,1,0.25,1,1,1
0.03,0.01,0.9,1,0.722222222,0.0,1,0.19,1,1,1
0.104,0.002,0.9,1,0.666666667,0.0,1,0.15,1,1,1
0.209,0.002,0.89,1,0.777777778,1.0,1,0.14,1,1,1
0.305,0.007,0.89,1,0.277777778,0.5,1,0.07,1,1,1
0.404,0.015,0.89,1,0.111111111,0.0,1,0.19,1,1,1
0.434,0.022,0.89,1,0.138888889,0.025,1,0.27,1,1,1
0.434,0.029,0.88,1,0.277777778,0.0,1,0.32,1,1,1
0.361,0.034,0.88,1,0.333333333,0.0,1,0.34,1,1,1
0.275,0.034,0.88,1,0.277777778,0.0,1,0.29,1,1,1
0.199,0.031,0.88,1,0.138888889,0.025,1,0.35,1,1,1
0.094,0.026,0.87,1,0.111111111,0.025,1,0.35,1,1,1
0.01,0.029,0.87,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.039,0.87,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.05,0.87,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.064,0.86,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.073,0.86,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.071,0.86,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.068,0.86,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.063,0.85,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.053,0.85,1,1.0,0.0,1,1.0,1,1,1
0.0,0.037,0.85,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.027,0.85,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.025,0.84,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.026,0.84,1,0.722222222,0.0,1,0.25,1,1,1
0.054,0.025,0.84,1,0.722222222,0.0,1,0.19,1,1,1
0.158,0.05,0.84,1,0.666666667,0.0,1,0.15,1,1,1
0.265,0.064,0.84,1,0.777777778,1.0,1,0.14,1,1,1
0.367,0.068,0.84,1,0.277777778,0.5,1,0.07,1,1,1
0.427,0.056,0.84,1,0.111111111,0.0,1,0.19,1,1,1
0.44,0.043,0.84,1,0.138888889,0.025,1,0.27,1,1,1
0.431,0.035,0.84,1,0.277777778,0.0,1,0.32,1,1,1
0.355,0.029,0.84,1,0.333333333,0.0,1,0.34,1,1,1
0.277,0.025,0.84,1,0.277777778,0.0,1,0.29,1,1,1
0.191,0.023,0.84,1,0.138888889,0.025,1,0.35,1,1,1
0.086,0.022,0.84,1,0.111111111,0.025,1,0.35,1,1,1
0.008,0.028,0.84,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.042,0.84,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.046,0.84,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.039,0.84,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.029,0.84,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.022,0.85,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.021,0.85,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.027,0.85,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.042,0.85,1,1.0,0.0,1,1.0,1,1,1
0.0,0.07,0.85,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.123,0.85,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.187,0.86,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.233,0.86,1,0.722222222,0.0,1,0.25,1,1,1
0.042,0.248,0.86,1,0.722222222,0.0,1,0.19,1,1,1
0.139,0.211,0.86,1,0.666666667,0.0,1,0.15,1,1,1
0.239,0.161,0.86,1,0.777777778,1.0,1,0.14,1,1,1
0.337,0.132,0.86,1,0.277777778,0.5,1,0.07,1,1,1
0.403,0.095,0.86,1,0.111111111,0.0,1,0.19,1,1,1
0.437,0.067,0.86,1,0.138888889,0.025,1,0.27,1,1,1
0.431,0.044,0.86,1,0.277777778,0.0,1,0.32,1,1,1
0.382,0.025,0.87,1,0.333333333,0.0,1,0.34,1,1,1
0.276,0.011,0.87,1,0.277777778,0.0,1,0.29,1,1,1
0.185,0.005,0.87,1,0.138888889,0.025,1,0.35,1,1,1
0.085,0.005,0.87,1,0.111111111,0.025,1,0.35,1,1,1
0.009,0.011,0.87,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.026,0.87,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.041,0.87,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.058,0.87,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.068,0.87,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.056,0.87,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.021,0.87,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.002,0.88,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.002,0.88,1,1.0,0.0,1,1.0,1,1,1
0.0,0.009,0.88,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.007,0.88,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.001,0.88,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.0,0.88,1,0.722222222,0.0,1,0.25,1,1,1
0.052,0.0,0.88,1,0.722222222,0.0,1,0.19,1,1,1
0.148,0.0,0.88,1,0.666666667,0.0,1,0.15,1,1,1
0.276,0.0,0.88,1,0.777777778,1.0,1,0.14,1,1,1
0.38,0.0,0.88,1,0.277777778,0.5,1,0.07,1,1,1
0.445,0.0,0.89,1,0.111111111,0.0,1,0.19,1,1,1
0.476,0.0,0.89,1,0.138888889,0.025,1,0.27,1,1,1
0.46,0.003,0.89,1,0.277777778,0.0,1,0.32,1,1,1
0.406,0.025,0.89,1,0.333333333,0.0,1,0.34,1,1,1
0.306,0.065,0.89,1,0.277777778,0.0,1,0.29,1,1,1
0.2,0.101,0.89,1,0.138888889,0.025,1,0.35,1,1,1
0.087,0.121,0.89,1,0.111111111,0.025,1,0.35,1,1,1
0.009,0.148,0.89,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.18,0.89,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.206,0.89,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.234,0.88,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.241,0.88,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.236,0.88,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.197,0.88,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.138,0.88,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.098,0.88,1,1.0,0.0,1,1.0,1,1,1
0.0,0.073,0.88,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.057,0.88,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.044,0.88,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.031,0.88,1,0.722222222,0.0,1,0.25,1,1,1
0.053,0.016,0.87,1,0.722222222,0.0,1,0.19,1,1,1
0.151,0.01,0.87,1,0.666666667,0.0,1,0.15,1,1,1
0.277,0.008,0.87,1,0.777777778,1.0,1,0.14,1,1,1
0.378,0.005,0.87,1,0.277777778,0.5,1,0.07,1,1,1
0.445,0.005,0.87,1,0.111111111,0.0,1,0.19,1,1,1
0.479,0.005,0.87,1,0.138888889,0.025,1,0.27,1,1,1
0.465,0.006,0.87,1,0.277777778,0.0,1,0.32,1,1,1
0.412,0.007,0.87,1,0.333333333,0.0,1,0.34,1,1,1
0.315,0.012,0.87,1,0.277777778,0.0,1,0.29,1,1,1
0.2,0.021,0.87,1,0.138888889,0.025,1,0.35,1,1,1
0.087,0.035,0.87,1,0.111111111,0.025,1,0.35,1,1,1
0.008,0.064,0.86,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.088,0.86,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.088,0.86,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.082,0.86,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.075,0.86,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.074,0.86,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.076,0.86,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.078,0.86,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.076,0.86,1,1.0,0.0,1,1.0,1,1,1
0.0,0.076,0.86,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.107,0.85,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.135,0.85,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.091,0.85,1,0.722222222,0.0,1,0.25,1,1,1
0.058,0.054,0.85,1,0.722222222,0.0,1,0.19,1,1,1
0.161,0.041,0.85,1,0.666666667,0.0,1,0.15,1,1,1
0.281,0.034,0.85,1,0.777777778,1.0,1,0.14,1,1,1
0.377,0.036,0.85,1,0.277777778,0.5,1,0.07,1,1,1
0.428,0.042,0.85,1,0.111111111,0.0,1,0.19,1,1,1
0.442,0.035,0.85,1,0.138888889,0.025,1,0.27,1,1,1
0.418,0.03,0.85,1,0.277777778,0.0,1,0.32,1,1,1
0.326,0.044,0.84,1,0.333333333,0.0,1,0.34,1,1,1
0.229,0.065,0.84,1,0.277777778,0.0,1,0.29,1,1,1
0.139,0.067,0.84,1,0.138888889,0.025,1,0.35,1,1,1
0.057,0.05,0.84,1,0.111111111,0.025,1,0.35,1,1,1
0.004,0.047,0.84,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.048,0.84,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.04,0.84,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.027,0.84,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.011,0.84,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.001,0.84,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.0,0.84,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.0,0.83,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.002,0.83,1,1.0,0.0,1,1.0,1,1,1
0.0,0.018,0.83,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.035,0.83,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.026,0.83,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.01,0.83,1,0.722222222,0.0,1,0.25,1,1,1
0.053,0.001,0.83,1,0.722222222,0.0,1,0.19,1,1,1
0.156,0.0,0.83,1,0.666666667,0.0,1,0.15,1,1,1
0.28,0.0,0.83,1,0.777777778,1.0,1,0.14,1,1,1
0.382,0.002,0.83,1,0.277777778,0.5,1,0.07,1,1,1
0.441,0.011,0.82,1,0.111111111,0.0,1,0.19,1,1,1
0.465,0.025,0.82,1,0.138888889,0.025,1,0.27,1,1,1
0.444,0.034,0.82,1,0.277777778,0.0,1,0.32,1,1,1
0.388,0.041,0.82,1,0.333333333,0.0,1,0.34,1,1,1
0.307,0.049,0.82,1,0.277777778,0.0,1,0.29,1,1,1
0.191,0.059,0.82,1,0.138888889,0.025,1,0.35,1,1,1
0.091,0.07,0.82,1,0.111111111,0.025,1,0.35,1,1,1
0.011,0.088,0.82,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.108,0.82,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.092,0.82,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.051,0.81,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.022,0.81,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.007,0.81,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.003,0.81,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.002,0.81,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.001,0.81,1,1.0,0.0,1,1.0,1,1,1
0.0,0.002,0.81,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.002,0.81,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.001,0.81,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.0,0.67,1,0.722222222,0.0,1,0.25,1,1,1
0.054,0.0,0.67,1,0.722222222,0.0,1,0.19,1,1,1
0.157,0.004,0.67,1,0.666666667,0.0,1,0.15,1,1,1
0.269,0.021,0.67,1,0.777777778,1.0,1,0.14,1,1,1
0.376,0.04,0.68,1,0.277777778,0.5,1,0.07,1,1,1
0.435,0.071,0.68,1,0.111111111,0.0,1,0.19,1,1,1
0.45,0.09,0.68,1,0.138888889,0.025,1,0.27,1,1,1
0.431,0.094,0.68,1,0.277777778,0.0,1,0.32,1,1,1
0.363,0.093,0.68,1,0.333333333,0.0,1,0.34,1,1,1
0.293,0.086,0.69,1,0.277777778,0.0,1,0.29,1,1,1
0.193,0.088,0.69,1,0.138888889,0.025,1,0.35,1,1,1
0.088,0.087,0.69,1,0.111111111,0.025,1,0.35,1,1,1
0.01,0.095,0.69,1,0.138888889,0.025,1,0.31,1,1,1
0.0,0.088,0.7,1,0.111111111,0.025,1,0.22,1,1,1
0.0,0.052,0.7,1,0.277777778,0.5,1,0.175,1,1,1
0.0,0.049,0.7,1,0.777777778,0.45,1,0.175,1,1,1
0.0,0.083,0.7,1,0.722222222,0.0,1,0.28,1,1,1
0.0,0.121,0.71,1,0.805555556,0.025,1,0.8,1,1,1
0.0,0.133,0.71,1,0.777777778,0.05,1,0.87,1,1,1
0.0,0.12,0.71,1,0.944444444,0.0,1,0.93,1,1,1
0.0,0.1,0.72,1,1.0,0.0,1,1.0,1,1,1
0.0,0.078,0.71,1,0.555555556,0.0,1,1.0,1,1,1
0.0,0.079,0.71,1,0.722222222,0.0,1,0.95,1,1,1
0.0,0.118,0.71,1,0.722222222,0.0,1,0.55,1,1,1
0.0,0.178,0.72,1,0.722222222,0.0,1,0.25,1,1,1
0.056,0.171,0.72,1,0.722222222,0.0,1,0.19,1,1,1
0.16,0.101,0.72,1,0.666666667,0.0,1,0.15,1,1,1
0.28,0.095,0.73,1,0.777777778,1.0,1,0.14,1,1,1
0.372,0.079,0.73,1,0.277777778,0.5,1,0.07,1,1,1
0.429,0.059,0.73,1,0.111111111,0.0,1,0.19,1,1,1
0.438,0.036,0.74,1,0.138888889,0.025,1,0.27,1,1,1
0.399,0.02,0.74,1,0.277777778,0.0,1,0.32,1,1,1
0.35,0.012,0.75,1,0.333333333,0.0,1,0.34,1,1,1
0.263,0.005,0.75,1,0.277777778,0.0,1,0.29,1,1,1
0.173,0.001,0.75,1,0.138888889,0.025,1,0.35,1,1,1
0.078,0.0,0.76,1,0.111111111,0.025,1,0.35,1,1,1
